GRIDCODE,SHAPE.AREA,SHAPE.LEN
2,625.04500056,100.003600129598
2,624.99500012,99.9996000160001
2,25625.87001654,1300.02020078972
2,1250.01000064,150.000000163197
2,3125.03250112,300.003000692786
2,7500.0875036,550.005201191844
2,10000.10750512,500.00260085705
2,25625.02500054,1649.99720015453
2,3125.0249987,250.000400041867
2,624.99750004,99.9998000072
2,1249.99250016,149.9996000124
2,624.99500008,99.9996000080001
2,117499.49750474,4949.98940030584
2,625,100.0000000016
2,6250.05750032,450.002000019067
2,80000.32750358,3200.00580011947
2,2500.0500002,250.00220001
2,41250.46500208,2150.01220010717
2,625.01,100.0008000064
2,624.99500008,99.9996000080001
2,14999.8700022,949.996000114241
2,1249.9950002,149.9996000216
2,6874.97250074,449.999200059867
2,2499.9875001,249.9988000364
2,9374.95750018,649.998800030267
2,29374.84250374,1199.99660014427
2,1249.9925,149.999400004
2,14374.93500026,949.998400040266
2,624.995,99.9996000064
2,1250,150.0000000072
2,1249.995,149.9996000016
2,624.995,99.9996000016
2,625.0025,100.000200004
2,3125.00250016,300.000200015467
2,1250.00500032,150.0006000228
2,3125.08750038,300.003800012
2,190624.47750554,6599.99160017381
2,4999.96500032,399.998600010533
2,3749.98500028,299.9996000102
2,625.01,100.0008000016
2,625.01,100.0008000064
2,2499.995,249.9996000088
2,625.00000002,100.0000000048
2,625.00250002,100.0002000024
2,6874.9700001,499.9992000192
2,11874.93500024,499.998400013827
2,625.00000002,100.0000000048
2,20624.92750032,1049.9962000222
2,624.9975,99.999800004
2,1249.99750004,150.000000006
2,625.00249994,100.0002000008
2,10000.01250036,650.000600033867
2,1875.00000028,200.00000002
2,625.0025,100.0002000024
2,625.00000002,100.0000000048
2,51876.23250516,2000.03260004887
2,6875.0049998,499.9996000096
2,1249.99750006,149.9998000048
2,625.00000004,100.0000000032
2,1249.99250006,149.999600006
2,624.99500004,99.9996000048
2,7499.97250032,599.998600021867
2,624.99750004,99.9998000072
2,624.99500004,99.9996000032
2,7499.95500056,549.9988000168
2,13124.93250094,899.9978000358
2,624.99750006,99.9998000056
2,32499.81500268,1299.996800052
2,624.99750002,99.9998000024
2,78750.14250436,3900.00480015812
2,22500.06000118,1450.00120006107
2,2500.00750016,250.0008000092
2,63750.12000356,3150.00440011306
2,1875.00750012,200.0004000108
2,2500.01000012,250.000400008
2,624.995,99.9996000064
2,60625.06500206,2399.99940011133
2,5624.87999854,399.995600003467
2,624.995,99.9996000016
2,7500.00499988,550.000600006533
2,2500.00249996,250.000200003467
2,1250,150.000200002
2,1874.99500008,199.999600003733
2,1249.99000004,149.9996000024
2,168749.26250926,7099.98220025464
2,624.99750002,99.9998000024
2,56249.76750246,2549.99460008807
2,624.99250008,99.9994000056
2,625,100.0000000032
2,21250.0225012,1100.00180004237
2,624.99750002,99.9998000024
2,625.00000004,100.0000000032
2,625.00000004,100.0000000032
2,625.00500004,100.0004000032
2,3125.01250016,300.0004000076
2,625.00250004,100.0002000056
2,1249.99500008,149.9996000048
2,129999.76000114,4599.99700006349
2,2733729.91237916,93399.6350065071
2,2499.98250006,249.999600005467
2,13750.14749978,800.001800007269
2,624.99750002,99.9998000024
2,12500.05500024,850.000800015467
2,9374.93750074,599.997800022667
2,1250.00000004,150.0000000024
2,624.99750002,99.9998000024
2,625.00500004,100.0004000032
2,1250.00000008,150.0002000068
2,1249.9975,149.9996000028
2,624.9975,99.9998000024
2,9374.98750028,549.999200013467
2,624.99500004,99.9996000032
2,1250.00500012,150.0002000084
2,1250.01,150.0008000008
2,1250.00000004,149.9998000036
2,625.00250002,100.0002000024
2,13125.01500048,850.0008000278
2,1249.99749998,150.000200004
2,1250.005,150.0000000024
2,625.00000002,100.0000000048
2,14375.02250046,1000.0012000324
2,2500.00500012,250.0002000068
2,625.00250004,100.0002000056
2,625.00250002,100.0002000024
2,3124.99500012,250.000200004667
2,4999.99250004,350.000000008667
2,625.00000004,100.0000000032
2,624.99750002,99.9998000024
2,10624.97750028,750.000800016657
2,2499.9975,249.999400002667
2,1249.99250004,149.9996000028
2,6249.97750018,449.998800008667
2,1874.99250004,199.999400004
2,625.00000008,100.000000008
2,2500.0000004,249.9994000186
2,1250.01000024,150.0004000136
2,624.99750008,99.9998000120001
2,503748.57003818,26399.9610025713
2,625.005,100.0004
2,625.005,100.0004
2,625.005,100.0004
2,4375.03749998,400.0020000012
2,5000.0425,350.001200000667
2,1250.005,150.0004000072
2,625.005,100.0004
2,625.00500004,100.0004000032
2,5625.00500018,350.000200011067
2,625.00250002,100.0002000024
2,625.00250002,100.0002000024
2,55625.04000228,1800.00220005203
2,625.00250002,100.0002000024
2,3125.03250052,300.0014000256
2,625.00750014,100.0006000104
2,26875.22500386,1700.0068001472
2,10625.07750156,650.0028000532
2,625.00750014,100.0006000104
2,3125.01750038,300.0010000256
2,1249.99000016,149.9996000096
2,624.99500008,99.999600008
2,2499.99749986,249.999800027467
2,1875,200.0000000128
2,50000.33250306,2350.00840005903
2,18749.95500022,1049.9990000191
2,1249.99750002,150.0000000028
2,3749.9925,299.999800006133
2,625.00250006,100.0002000056
2,625.00000008,100.000000008
2,4999.98250052,399.999200038
2,16874.92250204,899.997200110067
2,625.00750008,100.0006000056
2,1875.00500008,200.000400003733
2,4374.9825,349.999600006
2,9999.9875002,650.000200013133
2,624.9975,99.999800004
2,625.00250002,100.0002000024
2,625,100.0000000016
2,624.99000006,99.9992000048
2,625.00000004,100.0000000032
2,4999.98749998,400.000200007467
2,1250.005,150.0000000024
2,4375.01500004,350.0006000074
2,625.00250004,100.0002000072
2,182497.43000972,6949.9524003911
2,625.00250002,100.0002000024
2,96874.58000276,2649.99280005286
2,159373.31999882,6749.96480023103
2,23748.89251366,1549.96560011807
2,624.99749988,99.9998000120001
2,624.99750004,99.9998000072
2,624.99500012,99.9996000160001
2,1249.9900002,149.9992000216
2,1874.99000018,199.9992000216
2,625.04750086,100.003800103198
2,178749.68750654,5999.99440026981
2,6249.95000058,399.998200058267
2,1249.9950002,149.9996000216
2,624.99750006,99.9998000152001
2,624.99750004,99.9998000072
2,31874.9600009,1499.9974000408
2,1593748.05754406,50699.9424013975
2,9375.08500062,600.002400027467
2,1249.99500004,149.9996000024
2,625.00749988,100.0006000104
2,624.99250012,99.9994000120001
2,624.99500012,99.9996000160001
2,624.99500008,99.9996000080001
2,625.00000012,100.000000016
2,624.99500008,99.9996000080001
2,1874.98750026,199.9992000236
2,17499.93500022,999.998400037133
2,1874.9950003,199.9998000228
2,1249.9950002,149.9996000216
2,624.995,99.9996000016
2,9374.97000012,699.997800020293
2,625.00000002,100.0000000048
2,624.995,99.9996000016
2,2500.00000006,249.999800011067
2,2499.99500004,199.9998000076
2,624.9975,99.999800004
2,624.9975,99.9998000024
2,1249.99750018,150.0002000168
2,624.99750002,99.9998000024
2,1874.99000012,199.9996000072
2,1875.0250001,200.0014000116
2,7499.95250054,499.9984000204
2,1874.99500008,199.9998000052
2,624.995,99.9996000064
2,625.00000004,100.0000000032
2,1874.98750006,199.999000004533
2,624.9975,99.9998000024
2,3124.98000002,299.998800008067
2,3749.98250008,349.998800011067
2,6249.9750002,449.9988000158
2,5625.01000028,450.0000000144
2,624.995,99.9996000016
2,1249.99,149.9996000072
2,625.00000004,100.0000000032
2,1250,149.999800002
2,14999.99000044,850.00160002048
2,625.00000002,100.0000000048
2,625.00000002,100.0000000048
2,1250.00750006,150.0006000048
2,1250.00500004,150.0004000024
2,4999.99000078,299.999800036133
2,625.00000008,100.000000008
2,1875.00249996,200.000200004
2,166249.35500676,7349.98540026063
2,1250.00000004,150.0000000024
2,624.99750006,99.9998000056
2,625.00000004,100.0000000032
2,624.99500008,99.999600008
2,1874.99000022,199.9994000084
2,11874.92750094,799.9982000238
2,2499.98500022,249.9990000116
2,624.99500004,99.9996000048
2,624.99500004,99.9996000032
2,13124.93750092,849.9978000304
2,624.99750006,99.9998000056
2,68124.62000512,3749.9884001552
2,624.99750006,99.9998000056
2,625,100.0000000032
2,1249.99500008,149.9996000048
2,2500.00000024,250.0000000128
2,624.9975,99.9998000024
2,11250.0250007,750.0012000272
2,625.00500004,100.0004000032
2,1250.00250008,150.000000006
2,16874.9350003,1199.99660003773
2,3124.99500002,299.9988000048
2,5624.99000006,399.9992000072
2,625.02500012,100.0020000032
2,1266869.70752752,42949.9198010394
2,624.995,99.9996000016
2,624.9975,99.999800004
2,4374.98500014,299.9996000104
2,8124.97500038,499.998600015067
2,9374.94500076,599.998000024
2,23750.03500134,1000.0012000424
2,1875.00500008,200.0000000064
2,3124.99250006,299.999800008267
2,1250.00500004,150.0004000024
2,625.00250018,100.0002000184
2,3749.93249928,299.999000003
2,4374.95000034,349.998400046667
2,47499.65250048,2049.99500003751
2,3124.97750002,299.9990000048
2,1249.98750008,149.9994000048
2,625.00250002,100.0002000024
2,625.0075,100.0006000008
2,624.99750002,99.9998000024
2,624.99500004,99.9996000032
2,1250.00000004,150.0002000036
2,1249.9975,149.9996000028
2,624.9975,99.9998000024
2,1250.00000004,149.9998000036
2,625,100.0000000016
2,625,100.0000000016
2,5000.01750036,350.0002000152
2,86874.71250482,3499.99100014156
2,13124.69750066,699.991400049335
2,625.00000008,100.000000008
2,12500.11999984,550.0008000032
2,1800628.23253258,56900.0682034616
2,625.00250002,100.0002000024
2,625.00250004,100.0002000056
2,624.99750006,99.9998000056
2,11250.02500038,650.001000021533
2,624.99500004,99.9996000032
2,3124.99500006,300.0004000096
2,625.00000004,100.0000000032
2,19374.96000056,949.998800024266
2,5624.98250018,500.000400011133
2,624.9975,99.9998000024
2,1249.995,149.9996000008
2,1249.99750002,150.0000000028
2,625.00000008,100.000000008
2,38750.34500592,2400.01000019307
2,1250.01000024,150.0004000136
2,5000.03500074,400.001400027067
2,625.005,100.0004
2,625.005,100.0004
2,2500.02,250.0008
2,5000.045,450.0024
2,625.0075,100.0006000008
2,625.0075,100.0006000008
2,2500.02,250.0008
2,3125.03,250.0010000004
2,625.005,100.0004
2,11250.0925,850.002800008667
2,10000.0025,650.000000046
2,1250.00500004,150.0000000048
2,18749.98000064,750.000400016933
2,2499.99250006,250.0002000072
2,624.99500004,99.9996000032
2,625.00250002,100.0002000024
2,1250.00000004,150.0002000036
2,625.00500004,100.0004000032
2,1875.01000008,200.0006000052
2,41875.2250023,1700.00240005109
2,625.00750004,100.0006000024
2,625.00250002,100.0002000024
2,624.9975,99.9998000024
2,625.00500008,100.000400008
2,625.00500008,100.000400008
2,625.00500004,100.0004000032
2,625.00750008,100.0006000056
2,4374.9825005,349.999400032267
2,1250,150.0000000128
2,625,100.0000000064
2,625,100.0000000064
2,625,100.0000000064
2,624.9975,99.9998000024
2,625,100.0000000016
2,44374.90750232,1849.99920007725
2,624.99500012,99.9996000160001
2,624.99750008,99.9998000120001
2,624.99750004,99.9998000072
2,2500.02500018,250.0012000208
2,625.00500008,100.000400008
2,625.00750004,100.0006000024
2,625.00750004,100.0006000024
2,625.00750004,100.0006000024
2,20625.13000114,1300.00460003567
2,625.00500004,100.0004000032
2,624.995,99.9996000016
2,2499.99750004,250.0004000058
2,6249.93500056,399.9982000146
2,1250.04500004,150.0020000088
2,625.02249994,100.0018000056
2,17499.96250014,950.000200011067
2,13749.96500012,850.0004000214
2,1250.00750008,150.0006000136
2,6250.2275004,550.0112000268
2,4374.9675,349.9986000232
2,624.99750002,99.9998000024
2,25624.90000048,1499.99640001531
2,1874.995,199.999600000533
2,625.03249932,100.00260002
2,561246.28506764,16249.9510020107
2,624.99500012,99.9996000160001
2,625.0075005,100.000600163997
2,625.00500032,100.000400161597
2,1875.12250204,200.006400276395
2,625.005,100.0004000016
2,624.98500024,99.9988000128001
2,50625.78000254,1850.01200007687
2,3124.97999926,299.998600034
2,3124.98250038,299.999000037867
2,624.99750006,99.9998000152001
2,1874.9900003,199.9998000228
2,18749.94000054,1049.99780005347
2,8749.98250016,449.999400011733
2,6250.01750036,500.0004000172
2,4374.9775001,399.9988000084
2,625.00750004,100.0006000024
2,2500.02250014,250.001400009067
2,3124.99250004,299.999200007067
2,1249.97750022,149.998600008
2,625.0025,100.0002000008
2,116876.61250302,4950.03480023528
2,86250.0450049,3150.00180013917
2,1249.9900002,149.9992000216
2,1250.02000012,150.0016000088
2,625.00750002,100.0006000056
2,1874.98750026,199.9992000236
2,3749.97750036,349.9988000332
2,624.995,99.9996000064
2,624.99750006,99.9998000056
2,13749.9525002,649.999000022933
2,624.99500006,99.9996000112001
2,7499.97000008,399.998800012333
2,624.995,99.9996000016
2,39374.8300008,1449.99700006733
2,1249.99,149.9992000016
2,3749.97500004,249.999400008933
2,624.9975,99.999800004
2,624.995,99.9996000016
2,12499.95750016,999.997000014667
2,1875.08750074,200.004800014
2,1250.01250004,150.0006000016
2,1875.02750008,200.001400004
2,624.99750002,99.9998000024
2,16249.90000122,799.9972000392
2,1874.9950001,199.9996000088
2,625.00250002,100.0002000024
2,625.00000004,100.0000000032
2,624.99250008,99.9994000056
2,1249.9925,149.999400004
2,19999.9125003,799.998600034574
2,6874.9750001,449.998800014667
2,1874.995,199.9996000056
2,4374.97750012,349.999200008133
2,5624.98000014,349.999800022267
2,624.9975,99.999800004
2,1875.00750002,200.000600008
2,28125.03500092,1149.9992000576
2,1249.99999998,149.9998000052
2,1875.00250002,200.000600002933
2,625.00000002,100.0000000048
2,625.00500004,100.0004000032
2,99379.09502774,3850.0794001157
2,1250.05250034,150.003800004
2,3750.00250002,250.000200003467
2,27499.88250114,1199.99800003709
2,11874.9525005,599.9986000272
2,2499.99000012,249.9996000104
2,11249.94500048,799.998400034933
2,624.99750002,99.9998000024
2,624.99750006,99.9998000056
2,1249.99500006,149.9998000036
2,2499.98250022,249.999000012
2,6875.01500042,450.0004000192
2,625.00500004,100.0004000032
2,1250.00000008,150.0002000068
2,12499.94750022,599.998400020467
2,3749.97750004,349.999200011867
2,5625.0125003,450.0000000156
2,4999.95000014,349.998400005067
2,23750.0450008,1050.00160003611
2,164999.8150011,4849.99620008164
2,1875.01000004,200.000800002133
2,1249.9925,149.9998000016
2,1875.00999996,200.0000000048
2,624.995,99.9996000016
2,3124.99499998,250.0000000032
2,2500.005,250.0004000032
2,3749.98000012,249.999400005733
2,624.99750002,99.9998000024
2,624.99750006,99.9998000056
2,624.99750002,99.9998000024
2,624.99250008,99.9994000056
2,625.00000004,100.0000000032
2,5624.97000048,349.999000014267
2,3124.99250016,249.999400010667
2,624.99750006,99.9998000056
2,13124.96000098,899.9980000416
2,625.00250004,100.0002000056
2,624.9975,99.9998000024
2,3125.00500018,300.0008000112
2,625.00000002,100.0000000048
2,625.00500004,100.0004000032
2,1250.00000004,149.9998000036
2,625,100.0000000016
2,624.995,99.9996000016
2,2499.97500006,249.998400005867
2,3124.98250002,249.999600002267
2,3124.97250002,299.999400004267
2,1249.9875,149.9996000028
2,1874.99749998,199.9998000024
2,1874.99750006,199.999800004533
2,625,100.0000000016
2,1874.99000006,199.9994000036
2,4999.98750018,449.9992000148
2,624.99500004,99.9996000032
2,1249.99500012,149.9996000088
2,6874.9700003,399.998800017067
2,8124.9700004,549.9992000232
2,625.0075,100.0006000008
2,1250.00250008,150.000000006
2,625.00500004,100.0004000032
2,624.99500004,99.9996000032
2,624.9975,99.9998000024
2,3749.99750012,349.999400008
2,6250.00250014,400.0006000128
2,4999.99250024,399.999800009867
2,625,100.0000000032
2,624.99750002,99.9998000024
2,18124.9625005,799.998600020067
2,2499.99000008,199.999600004
2,1874.99000004,199.9996000048
2,3749.99750046,350.000800023333
2,7499.93250028,499.997800024267
2,3750.01250026,350.000200014667
2,624.98749996,99.9990000072001
2,625.00250004,100.0002000072
2,625.00250002,100.0002000024
2,625.00250004,100.0002000056
2,624.9975,99.9998000024
2,625.00000002,100.0000000048
2,624.99500004,99.9996000032
2,625,100.0000000016
2,75624.86000246,3049.99920007428
2,1250.00500008,150.0004000048
2,3124.99000032,300.000000022667
2,625.00000008,100.000000008
2,9375.08500154,650.002600053466
2,625.00500016,100.0004000128
2,625.005,100.0004
2,625.005,100.0004000016
2,625.005,100.0004
2,625.005,100.0004
2,625.005,100.0004000016
2,625.005,100.0004
2,50625.45500002,2300.00860000633
2,1250.00250002,150.000400006
2,625.00250006,100.0002000056
2,1249.99750002,150.0000000028
2,448125.03506416,17449.9954013961
2,5000.05000076,400.0014000276
2,625.00750014,100.0006000104
2,3124.98500036,299.999600024
2,624.99500008,99.9996000080001
2,3749.98250038,349.999000034667
2,4374.99499984,350.0000000344
2,10000.06750062,550.002000014867
2,1249.99750002,150.0000000028
2,1874.99250002,199.9996000044
2,625.00250002,100.0002000024
2,624.99750004,99.9998000072
2,2499.99500034,199.9998000196
2,6875.0550006,450.0018000372
2,183750.0700054,5550.0018001916
2,624.9975,99.9998000008
2,6249.99750012,450.000200005867
2,1249.99500008,149.9996000048
2,624.99500008,99.9996000080001
2,625.00250002,100.0002000024
2,624.99500004,99.9996000032
2,624.9925,99.9994000008
2,207499.09750358,8949.98260010581
2,624.99500002,99.9996000016
2,624.99500002,99.9996000016
2,624.99250008,99.9994000056
2,1261861.70018952,47699.7524053565
2,1249.99999952,149.9996000264
2,535634.80774348,19100.1562109919
2,4374.96250066,349.9988000332
2,624.99500006,99.9996000112001
2,625.04750088,100.003800130397
2,1874.9925002,199.9994000224
2,625.01000028,100.000800161596
2,625.01000032,100.000800195195
2,625.0075005,100.000600163997
2,624.995,99.9996000144001
2,1874.99250014,199.999400026933
2,624.99750004,99.9998000072
2,1249.9950002,149.9996000216
2,624.99750006,99.9998000152001
2,1249.9925001,149.9994000208
2,625.00000002,100.0000000048
2,2499.99000002,249.999200009067
2,624.9975,99.999800004
2,625.005,100.0004000064
2,2500.02750018,250.001400009067
2,625.00500008,100.000400008
2,625.01,100.0008000064
2,624.99750006,99.9998000152001
2,3124.98250022,299.9990000288
2,1874.98250034,199.9992000236
2,2499.9800004,249.9992000256
2,4374.9725005,349.998800040667
2,2499.9900004,199.9996000232
2,624.9975,99.999800004
2,134374.220016,5449.98660053721
2,624.9975,99.999800004
2,624.9975,99.999800004
2,4999.98000008,299.9992000036
2,1874.99500008,200.000000011733
2,7499.9725001,450.000000014
2,4374.97500016,399.998000007314
2,1249.99,149.9996000032
2,1249.99000004,149.9992000024
2,625.00000004,100.0000000032
2,3125.04750004,300.0022000128
2,129375.0200093,5150.0036002906
2,2499.99000002,199.9996000056
2,624.995,99.9996000016
2,624.99750006,99.9998000056
2,1249.99250006,149.9994000048
2,15624.93750028,599.998800023227
2,625.00000002,100.0000000048
2,1249.9975,150.0002000048
2,4375.00750016,350.0002000136
2,625.00000002,100.0000000048
2,625.00000002,100.0000000048
2,7500.0075005,549.999800036
2,624.99750004,99.9998000056
2,625.00000002,100.0000000048
2,1250.05500006,150.0042000116
2,1875.02250006,200.0014000064
2,4999.98750022,449.999400009067
2,624.99750002,99.9998000024
2,625.00000004,100.0000000032
2,4999.97250044,349.9992000156
2,624.99750002,99.9998000024
2,1249.99000012,149.9994000068
2,624.99500004,99.9996000048
2,6875.00000042,450.00000002
2,6875.00750034,600.000600023467
2,625.00500004,100.0004000032
2,625,100.0000000032
2,625.00250002,100.0002000024
2,625.00250002,100.0002000024
2,1874.99750008,199.9998000088
2,624.99750006,99.9998000056
2,625.00500004,100.0004000032
2,624.995,99.9996000016
2,624.995,99.9996000064
2,1250.0075001,150.0002000072
2,34374.96250018,1649.9992000228
2,625.0025,100.000200004
2,5625.01000022,500.000800021067
2,8750.00249988,600.0010000072
2,32499.87750136,1349.99740002677
2,625,100.0000000016
2,624.99750004,99.9998000072
2,1874.99500008,199.9996000072
2,625.00000004,100.0000000032
2,624.99750002,99.9998000024
2,9999.94250074,649.998400022533
2,624.99500004,99.9996000048
2,624.99500004,99.9996000048
2,32499.81750262,1449.99580006533
2,28124.85500202,1649.99520006917
2,4374.98000032,349.999200012267
2,624.99500004,99.9996000032
2,624.99250008,99.9994000056
2,624.99500004,99.9996000048
2,1875.0100001,200.000400008
2,2500.00500012,250.000400009067
2,11875.02750054,700.0014000248
2,1250.00250008,150.000000006
2,1250.005,150.0000000024
2,1250.00000004,149.9998000036
2,625.00250004,100.0002000056
2,102498.94249252,4799.97240054358
2,625,100.0000000016
2,1249.99250006,149.999600006
2,625.0075,100.0006000008
2,11249.94500062,649.998800022133
2,624.99750006,99.9998000056
2,1249.99000002,149.9994000052
2,1250.02,150.0008000008
2,61875.2200009,2950.00220004916
2,624.99750004,99.9998000072
2,3124.9925001,249.999600003867
2,624.99750002,99.9998000024
2,624.99750002,99.9998000024
2,1250.00000008,150.0002000068
2,625,100.0000000032
2,27499.9500009,850.000600018457
2,4374.98250016,400.000200011467
2,34999.92250106,1499.99920003447
2,1250.00000004,150.0002000036
2,624.99750002,99.9998000024
2,1874.995,199.999800002
2,1249.9925,149.9998000016
2,1250.00000018,150.0002000116
2,625.00250004,100.0002000072
2,624.98250006,99.9986000104002
2,35000.30500008,1300.00480000311
2,624.9975,99.9998000024
2,625,100.0000000032
2,625.00000004,100.0000000032
2,1875.00500008,200.0002000068
2,5625.01000022,499.999800012667
2,625.00000002,100.0000000048
2,11250.01500038,750.000200022267
2,625.00250004,100.0002000056
2,624.9975,99.9998000024
2,624.9975,99.9998000024
2,11874.99500038,799.9992000224
2,1874.99000012,199.9992000064
2,1250.00000004,150.0002000036
2,624.99500004,99.9996000032
2,2499.98999992,250.0004000016
2,4999.98500068,399.999600030133
2,625.00000008,100.000000008
2,2499.99250028,249.999800013867
2,4375.03750072,300.001200027333
2,625.00750014,100.0006000104
2,2500.02750014,250.000800007067
2,8750.0725,550.001800000267
2,625.005,100.0004
2,1875.0175,200.0010000008
2,625.0075,100.0006000008
2,18125.17500002,850.004200002
2,625.0075,100.0006000008
2,8125.0775,500.002400001
2,624.99749994,99.9998000152001
2,8125.0675,650.003000000267
2,625.005,100.0004
2,10625.1,550.0028
2,1875.01249998,200.0008000012
2,1250,150.0000000064
2,3125.00750014,300.000600012
2,624.9975,99.9998000024
2,5000.0450004,450.0018000114
2,625,100.0000000032
2,8750.07000062,600.003000015333
2,625.00500016,100.0004000128
2,3750.03250052,350.001000031307
2,2500.0125003,250.000800016667
2,624.99500008,99.999600008
2,1874.99250022,199.9996000188
2,624.99750004,99.9998000072
2,1249.99750014,150.0000000124
2,625,100.0000000064
2,624.99749996,99.9998000072
2,7499.9675008,499.999000043734
2,625,100.0000000144
2,625.00250002,100.0002000024
2,3607465.10059068,114899.419822086
2,1874.99500004,200.0000000024
2,61874.9425015,2299.99880004947
2,624.99500008,99.999600008
2,1874.99749992,200.000000014
2,625,100.0000000064
