Date,AccidentLocation_CHLV95_E,AccidentLocation_CHLV95_N,SumBikerNumber,SumPedestrianNumber
2011-06-28 07:00:00,2683031,1248953,81.0,
2020-07-30 16:00:00,2683032,1248398,30.5,
2011-07-30 15:00:00,2683032,1248954,25.0,
2020-04-06 16:00:00,2683034,1246592,67.5,
2020-02-02 18:00:00,2683050,1248182,4.0,
2020-04-24 12:00:00,2683050,1248979,164.0,
2011-04-19 19:00:00,2683075,1247274,58.0,
2020-04-19 18:00:00,2683078,1248167,57.5,
2020-01-12 15:00:00,2683085,1248163,14.0,
2011-12-01 18:00:00,2683086,1247234,34.5,
2011-10-05 07:00:00,2683092,1247301,56.0,
2011-10-20 09:00:00,2683108,1247269,5.5,
2011-08-08 22:00:00,2683109,1247113,14.5,
2020-12-12 00:00:00,2683109,1247232,6.0,
2011-10-16 17:00:00,2683109,1248658,14.0,
2020-10-31 15:00:00,2683111,1248664,133.0,
2020-03-11 09:00:00,2683118,1247181,,177.0
2020-06-29 11:00:00,2683160,1248771,31.5,
2020-05-11 09:00:00,2683171,1247174,,10.0
2020-06-18 20:00:00,2683178,1247117,19.5,
2011-09-16 22:00:00,2683186,1247239,4.5,
2011-05-05 12:00:00,2683190,1247397,28.0,
2020-12-09 13:00:00,2683206,1246839,,59.5
2020-07-26 16:00:00,2683208,1246776,,66.5
2020-10-03 20:00:00,2683218,1247040,23.0,
2020-02-01 15:00:00,2683218,1251601,,171.0
2011-11-04 18:00:00,2683219,1246763,0.0,4.0
2020-07-04 09:00:00,2683219,1246768,,42.0
2020-03-06 15:00:00,2683219,1247041,,149.5
2020-02-19 16:00:00,2683219,1251596,,144.5
2020-07-18 16:00:00,2683220,1246739,,60.0
2020-08-19 11:00:00,2683221,1246738,,104.5
2020-05-15 10:00:00,2683221,1247037,,7.0
2020-02-12 11:00:00,2683223,1247130,,115.0
2020-11-04 12:00:00,2683224,1251606,,51.0
2020-02-29 20:00:00,2683229,1246731,,67.0
2020-03-24 10:00:00,2683230,1246729,,25.0
2020-08-19 09:00:00,2683230,1246752,,73.5
2020-05-21 11:00:00,2683230,1247116,,17.0
2020-06-16 11:00:00,2683237,1247091,45.0,
2011-05-26 17:00:00,2683237,1251513,26.5,10.0
2020-09-04 10:00:00,2683239,1246935,69.0,
2011-10-22 16:00:00,2683240,1246759,5.0,29.0
2011-11-19 05:00:00,2683242,1246747,0.0,0.0
2011-09-05 05:00:00,2683243,1246762,0.0,0.0
2011-06-07 14:00:00,2683246,1247167,39.5,
2011-07-06 11:00:00,2683247,1247176,37.5,
2020-07-11 18:00:00,2683254,1246937,113.0,
2011-08-29 09:00:00,2683254,1251620,4.5,12.5
2020-06-25 10:00:00,2683255,1246748,,47.5
2011-09-02 12:00:00,2683257,1246770,1.5,49.5
2020-11-17 17:00:00,2683259,1247018,,60.0
2020-11-07 12:00:00,2683260,1246771,,99.5
2020-02-28 14:00:00,2683260,1247050,,171.5
2020-06-29 12:00:00,2683261,1246772,,34.5
2011-09-17 15:00:00,2683261,1247164,28.5,
2011-03-15 11:00:00,2683261,1247177,27.5,
2020-09-28 08:00:00,2683262,1246771,,54.5
2011-04-13 20:00:00,2683265,1247051,31.0,
2011-06-23 07:00:00,2683265,1247166,62.0,
2011-04-28 11:00:00,2683265,1251658,2.5,14.0
2020-01-04 22:00:00,2683272,1246963,21.5,
2011-04-19 14:00:00,2683274,1251662,23.0,18.5
2011-11-07 11:00:00,2683275,1247164,7.5,
2011-02-12 14:00:00,2683276,1247164,23.5,
2011-07-11 08:00:00,2683279,1247190,102.0,
2011-03-21 15:00:00,2683283,1251641,5.5,5.5
2011-07-16 14:00:00,2683286,1247164,56.5,
2020-01-11 15:00:00,2683287,1246870,51.5,
2020-03-09 10:00:00,2683291,1246759,,100.5
2020-08-09 00:00:00,2683291,1246873,67.5,
2020-08-26 13:00:00,2683291,1247056,,61.5
2011-06-13 12:00:00,2683292,1247155,27.5,
2020-04-10 19:00:00,2683300,1246819,68.0,
2020-11-03 09:00:00,2683300,1246873,72.0,
2020-07-23 16:00:00,2683301,1247060,,82.0
2020-02-29 12:00:00,2683306,1251639,,144.5
2020-11-11 17:00:00,2683307,1247060,,103.0
2011-12-02 10:00:00,2683309,1247147,11.5,
2020-12-21 16:00:00,2683313,1247059,,139.0
2020-12-20 16:00:00,2683315,1246766,,97.5
2020-02-02 13:00:00,2683315,1247073,19.0,
2011-09-14 10:00:00,2683316,1251676,4.0,12.5
2011-08-18 21:00:00,2683317,1246783,0.0,4.0
2020-08-22 10:00:00,2683317,1246861,47.0,
2011-09-29 14:00:00,2683318,1251551,5.0,8.0
2020-01-11 10:00:00,2683319,1251552,,86.0
2020-12-24 18:00:00,2683320,1247071,,18.5
2020-12-27 20:00:00,2683321,1247127,3.5,
2020-08-21 16:00:00,2683322,1246855,152.5,
2020-11-04 09:00:00,2683323,1246893,51.0,
2020-03-07 20:00:00,2683323,1248124,16.0,
2020-10-02 11:00:00,2683323,1251647,,71.0
2011-08-12 11:00:00,2683324,1246793,3.5,13.5
2020-07-13 22:00:00,2683324,1247083,,16.5
2020-11-24 18:00:00,2683326,1247056,,81.0
2020-11-15 11:00:00,2683326,1247095,,27.0
2020-10-25 10:00:00,2683327,1248127,52.0,
2020-10-23 07:00:00,2683327,1251788,,12.0
2020-12-11 19:00:00,2683328,1247039,,66.0
2020-09-15 15:00:00,2683329,1247137,70.0,
2020-05-07 20:00:00,2683329,1248107,47.0,
2020-02-12 13:00:00,2683329,1248111,,143.0
2020-01-24 07:00:00,2683330,1246798,73.0,
2020-01-16 13:00:00,2683330,1247083,46.5,
2011-10-25 07:00:00,2683332,1246762,0.0,6.0
2020-06-25 18:00:00,2683332,1246795,,26.0
2020-11-30 18:00:00,2683333,1246799,142.5,
2020-05-08 14:00:00,2683335,1248198,84.0,
2011-03-12 14:00:00,2683335,1251548,35.0,31.0
2011-12-08 16:00:00,2683338,1248114,30.5,
2020-12-21 20:00:00,2683338,1248129,,66.0
2020-10-01 11:00:00,2683338,1251478,,57.5
2020-05-15 16:00:00,2683340,1251618,,140.0
2011-09-25 01:00:00,2683342,1248114,4.0,
2020-01-21 12:00:00,2683343,1248199,,239.0
2011-01-05 16:00:00,2683344,1251713,0.0,7.5
2011-11-06 01:00:00,2683345,1246778,0.0,0.0
2011-11-05 01:00:00,2683345,1246792,0.0,0.0
2020-05-14 18:00:00,2683345,1248199,80.0,
2011-10-05 21:00:00,2683347,1248115,31.5,
2011-04-20 12:00:00,2683347,1251611,6.0,43.0
2020-04-09 08:00:00,2683348,1248167,84.0,
2020-06-24 19:00:00,2683349,1246773,,23.5
2020-10-05 09:00:00,2683349,1248134,65.0,
2011-10-25 10:00:00,2683351,1248158,26.5,
2020-09-02 15:00:00,2683352,1248158,68.0,
2020-03-24 07:00:00,2683353,1248156,74.0,
2020-11-17 10:00:00,2683355,1248157,45.0,
2011-09-29 13:00:00,2683357,1248142,46.0,
2020-05-23 19:00:00,2683358,1248152,10.5,
2011-12-06 16:00:00,2683359,1251606,2.5,11.5
2020-09-26 18:00:00,2683360,1248117,23.0,
2011-01-05 16:00:00,2683360,1251717,0.0,7.5
2011-10-10 17:00:00,2683362,1248137,41.0,
2020-11-05 14:00:00,2683364,1251727,,70.5
2020-08-25 16:00:00,2683365,1248134,101.0,
2020-11-06 22:00:00,2683368,1246803,31.0,
2011-05-18 17:00:00,2683369,1251712,34.0,22.0
2020-10-03 02:00:00,2683372,1246792,,2.0
2011-11-10 17:00:00,2683374,1248240,75.0,
2020-12-14 14:00:00,2683375,1248310,,191.5
2011-10-12 10:00:00,2683383,1248114,18.0,
2020-01-18 14:00:00,2683386,1248318,,115.0
2011-09-13 16:00:00,2683386,1251814,22.5,12.5
2020-08-06 17:00:00,2683387,1248317,152.0,
2011-06-16 19:00:00,2683388,1251737,5.5,11.5
2020-12-09 09:00:00,2683390,1251668,,20.0
2011-10-31 14:00:00,2683393,1248295,23.5,
2020-04-07 09:00:00,2683394,1248115,49.0,
2020-08-13 16:00:00,2683395,1247367,,32.0
2020-07-30 17:00:00,2683395,1247372,,30.5
2011-01-13 20:00:00,2683398,1251556,0.0,3.5
2020-06-20 15:00:00,2683398,1251630,,63.5
2020-02-18 17:00:00,2683399,1246794,,197.0
2020-07-26 21:00:00,2683399,1247328,,18.0
2020-01-06 00:00:00,2683399,1248287,,1.0
2020-08-06 16:00:00,2683403,1251655,,65.0
2020-06-22 22:00:00,2683405,1247329,,8.0
2020-08-23 00:00:00,2683413,1247261,12.0,
2020-11-07 17:00:00,2683413,1248004,47.0,
2020-08-23 11:00:00,2683414,1247228,45.0,
2011-09-20 21:00:00,2683419,1248013,25.5,
2020-08-08 19:00:00,2683419,1248643,10.5,
2011-08-18 21:00:00,2683420,1246805,0.0,4.0
2020-05-08 10:00:00,2683421,1251583,,63.0
2020-02-05 18:00:00,2683424,1251499,,190.0
2020-05-23 10:00:00,2683425,1251492,,58.0
2020-09-02 18:00:00,2683426,1246807,,39.5
2020-02-19 15:00:00,2683426,1246808,,119.5
2020-07-11 08:00:00,2683426,1248595,1.0,
2020-04-23 07:00:00,2683427,1248649,13.5,
2020-10-02 22:00:00,2683428,1246805,,56.0
2020-09-13 20:00:00,2683429,1246805,,22.0
2020-08-08 15:00:00,2683429,1247162,,37.5
2020-06-25 08:00:00,2683429,1248571,42.0,
2011-09-24 14:00:00,2683431,1246806,3.5,23.0
2020-12-15 18:00:00,2683433,1246803,,18.5
2020-06-10 08:00:00,2683434,1247160,,15.0
2020-06-05 13:00:00,2683437,1251536,,84.0
2020-10-09 10:00:00,2683440,1247158,45.0,
2020-11-23 08:00:00,2683440,1248164,126.0,
2020-02-15 06:00:00,2683440,1251646,,23.5
2020-08-26 20:00:00,2683442,1248158,70.0,
2020-12-01 14:00:00,2683443,1251757,53.5,
2011-12-22 17:00:00,2683444,1248021,19.0,
2020-06-06 18:00:00,2683445,1247155,,22.5
2020-07-16 20:00:00,2683445,1248023,25.0,
2020-11-07 13:00:00,2683449,1246811,,68.0
2020-08-27 22:00:00,2683449,1247120,,258.5
2020-07-01 18:00:00,2683449,1248473,33.0,
2020-10-27 11:00:00,2683454,1247129,,195.5
2020-07-15 13:00:00,2683457,1248010,56.0,
2020-10-13 20:00:00,2683459,1247999,46.0,
2020-11-06 22:00:00,2683460,1246821,31.0,
2020-12-07 08:00:00,2683461,1251756,192.5,
2020-09-19 14:00:00,2683462,1247013,,60.5
2020-06-11 10:00:00,2683462,1247993,33.5,
2020-09-07 14:00:00,2683466,1247975,46.0,
2020-02-01 11:00:00,2683467,1251757,13.0,
2020-12-18 20:00:00,2683469,1247049,,115.5
2020-01-23 15:00:00,2683469,1251689,13.5,
2020-01-28 17:00:00,2683472,1248321,,234.5
2020-06-26 10:00:00,2683475,1248263,53.0,
2020-07-13 08:00:00,2683476,1248266,192.0,
2020-12-11 19:00:00,2683477,1246820,,66.0
2020-08-20 15:00:00,2683480,1251580,,0.0
2020-06-23 10:00:00,2683481,1247073,,29.0
2020-12-18 16:00:00,2683482,1251884,190.0,
2020-06-17 11:00:00,2683485,1248221,20.5,
2020-08-21 21:00:00,2683486,1246817,,0.0
2011-01-18 06:00:00,2683486,1246823,17.5,
2020-03-07 09:00:00,2683488,1251526,,67.0
2020-04-05 00:00:00,2683489,1246822,11.0,
2011-11-30 03:00:00,2683489,1246835,0.0,0.0
2020-02-24 02:00:00,2683490,1247021,,0.0
2020-06-25 17:00:00,2683491,1246838,239.5,
2020-07-07 19:00:00,2683491,1248162,140.0,
2020-07-17 17:00:00,2683491,1248162,133.0,
2020-09-24 08:00:00,2683491,1248204,159.0,
2020-06-02 07:00:00,2683493,1246837,140.5,
2020-02-14 15:00:00,2683493,1248035,,119.0
2020-03-06 14:00:00,2683493,1251707,10.5,
2020-02-27 10:00:00,2683495,1251789,13.0,
2020-10-16 12:00:00,2683496,1246818,,59.5
2011-09-14 17:00:00,2683496,1248219,54.0,
2020-07-30 15:00:00,2683497,1248206,63.0,
2020-10-18 10:00:00,2683499,1248229,25.0,
2020-07-10 19:00:00,2683500,1248194,104.0,
2020-07-30 10:00:00,2683501,1251695,140.0,
2020-06-15 09:00:00,2683501,1251700,26.0,
2020-08-12 09:00:00,2683501,1251702,223.5,
2020-07-07 20:00:00,2683508,1246823,,31.0
2011-12-18 15:00:00,2683512,1246845,1.5,29.5
2020-02-10 16:00:00,2683513,1251698,8.0,
2020-02-23 01:00:00,2683514,1246845,32.5,
2020-01-20 15:00:00,2683516,1251696,16.0,
2020-08-22 16:00:00,2683517,1246832,98.5,
2020-03-10 13:00:00,2683517,1246842,23.5,
2011-10-26 16:00:00,2683518,1246817,2.5,19.5
2020-08-29 01:00:00,2683518,1246838,13.0,
2020-03-12 19:00:00,2683519,1246821,,128.0
2011-12-19 00:00:00,2683522,1246837,0.0,0.0
2020-02-24 15:00:00,2683523,1246817,,112.0
2011-07-21 10:00:00,2683523,1251574,14.0,
2011-07-25 11:00:00,2683526,1248536,21.0,
2020-02-22 21:00:00,2683531,1246964,,29.0
2020-02-24 11:00:00,2683532,1251779,22.0,
2020-10-09 10:00:00,2683534,1251729,118.5,
2020-12-06 19:00:00,2683534,1251729,42.0,
2020-10-08 15:00:00,2683537,1246930,,254.5
2020-01-06 07:00:00,2683541,1251753,12.0,
2020-04-26 19:00:00,2683545,1246939,,17.0
2020-08-05 12:00:00,2683546,1246810,,181.5
2020-09-25 20:00:00,2683546,1248179,33.5,
2011-12-24 00:00:00,2683550,1246915,0.0,0.0
2020-07-07 07:00:00,2683550,1247173,,36.5
2020-01-29 15:00:00,2683552,1246850,25.0,
2020-11-30 10:00:00,2683555,1246932,,124.5
2011-11-04 14:00:00,2683558,1246763,1.5,21.0
2020-05-23 13:00:00,2683559,1246769,,75.5
2020-06-25 09:00:00,2683560,1246776,,54.5
2020-08-21 16:00:00,2683562,1246754,,0.0
2011-09-25 14:00:00,2683565,1246765,7.5,35.5
2011-10-06 16:00:00,2683568,1248467,79.0,
2020-11-19 10:00:00,2683569,1251561,21.5,
2011-08-19 18:00:00,2683571,1246779,4.0,14.5
2020-03-13 17:00:00,2683572,1246738,,160.5
2011-05-27 10:00:00,2683572,1251570,15.5,
2020-01-15 12:00:00,2683574,1246734,,157.5
2020-09-05 01:00:00,2683574,1246766,,3.0
2020-11-24 13:00:00,2683580,1246727,,65.5
2020-02-21 18:00:00,2683581,1246894,85.5,
2020-03-09 19:00:00,2683582,1251636,13.5,
2011-02-06 02:00:00,2683583,1246886,5.0,
2020-07-10 20:00:00,2683584,1246721,,15.0
2020-02-18 21:00:00,2683584,1246740,,66.0
2020-08-29 21:00:00,2683584,1246743,,14.5
2020-01-17 20:00:00,2683590,1246771,,84.0
2011-02-24 20:00:00,2683590,1248531,16.0,
2011-08-10 08:00:00,2683590,1251635,81.0,
2020-03-16 00:00:00,2683593,1248096,2.5,
2020-04-04 14:00:00,2683593,1248674,6.5,
2020-02-01 14:00:00,2683596,1246873,41.5,
2020-05-15 15:00:00,2683597,1246864,80.0,
2020-08-08 17:00:00,2683598,1246855,113.0,
2011-08-23 18:00:00,2683618,1251696,254.0,
2011-06-28 19:00:00,2683622,1251706,171.0,
2020-07-16 16:00:00,2683622,1251706,24.5,
2020-07-06 11:00:00,2683628,1248039,72.5,
2020-10-28 17:00:00,2683630,1251777,,101.5
2020-03-26 15:00:00,2683631,1251535,16.5,
2020-08-31 15:00:00,2683634,1248181,78.5,
2011-11-02 13:00:00,2683635,1251533,18.5,
2020-03-02 16:00:00,2683658,1251527,18.5,
2011-04-22 11:00:00,2683662,1251527,79.5,
2020-11-06 09:00:00,2683668,1251524,58.0,
2011-09-04 14:00:00,2683674,1251520,23.5,
2020-11-12 08:00:00,2683687,1251649,118.0,
2011-05-16 09:00:00,2683705,1248505,57.5,
2020-02-28 11:00:00,2683713,1248631,6.5,
2011-08-26 20:00:00,2683728,1251752,13.5,
2020-03-31 07:00:00,2683735,1248538,9.5,
2011-01-29 05:00:00,2683735,1251652,0.5,
2020-02-07 08:00:00,2683735,1251655,,206.5
2020-04-09 13:00:00,2683739,1251653,19.5,
2011-09-28 14:00:00,2683741,1248595,42.0,
2011-12-21 06:00:00,2683744,1251652,3.0,
2011-09-08 16:00:00,2683745,1248527,38.0,
2011-05-31 08:00:00,2683817,1246540,87.0,
2020-02-05 17:00:00,2683828,1246574,67.5,
2011-08-18 11:00:00,2683833,1246558,32.0,
2011-03-11 12:00:00,2683837,1246564,32.0,
2011-11-03 06:00:00,2683839,1246549,24.0,
2011-07-07 08:00:00,2683881,1246621,82.0,
2011-08-19 16:00:00,2683886,1246570,55.0,
2011-11-13 14:00:00,2683890,1246578,20.0,
2020-08-15 13:00:00,2683894,1246459,98.5,
2011-11-10 18:00:00,2683918,1246516,79.0,
2011-06-04 17:00:00,2683922,1246421,41.5,
2011-11-11 18:00:00,2683927,1246708,65.5,
2011-08-19 07:00:00,2683937,1246710,54.0,
2020-11-06 08:00:00,2683942,1246709,110.5,
2020-01-14 11:00:00,2683950,1246420,26.0,
2011-04-20 13:00:00,2683959,1246437,44.0,
2020-10-03 23:00:00,2683960,1246439,43.0,
2020-07-30 17:00:00,2683967,1246445,167.0,
2020-10-29 16:00:00,2683967,1246603,55.0,
2011-05-26 16:00:00,2683993,1246692,51.5,
2020-10-07 18:00:00,2683994,1246456,130.0,
2011-03-11 11:00:00,2684004,1246461,30.0,
2011-10-06 12:00:00,2684025,1246548,47.5,
2011-01-06 23:00:00,2684046,1246526,2.0,
2011-08-26 10:00:00,2684051,1246521,44.5,
2020-10-24 11:00:00,2684055,1246509,67.5,
2011-04-08 11:00:00,2684061,1246502,41.5,
2020-04-06 07:00:00,2684078,1246476,,93.5
2020-11-18 18:00:00,2684084,1246471,177.5,
2011-01-28 23:00:00,2684085,1246470,7.0,
2011-08-03 14:00:00,2684085,1246480,28.5,
2011-04-17 08:00:00,2684100,1246524,16.5,
2020-03-26 07:00:00,2684133,1246683,58.5,
2020-09-16 15:00:00,2684137,1246682,100.0,
2011-07-21 13:00:00,2684143,1246701,19.0,
2011-04-09 07:00:00,2684145,1246656,8.5,
2011-11-11 08:00:00,2684183,1246635,68.5,
2011-10-10 10:00:00,2684184,1246618,5.0,
2020-04-23 12:00:00,2684192,1246627,66.5,
2020-02-14 10:00:00,2684192,1246628,9.5,
2020-05-03 19:00:00,2684192,1246629,77.0,
2020-12-19 15:00:00,2684538,1251799,,265.5
2020-10-18 15:00:00,2684552,1252132,,120.0
2011-11-26 07:00:00,2684656,1252133,3.0,
